userid,college,status
dolleyWeisbart3232,Stevenson University,pending
dolleyWeisbart3232,Northwestern University,pending
dolleyWeisbart3232,School of the Art Institute of Chicago,wait-listed
dolleyWeisbart3232,University of Hartford,pending
dolleyWeisbart3232,Manhattan College,accepted
dolleyWeisbart3232,Illinois College,pending
dolleyWeisbart3232,University of Illinois at Chicago,pending
dolleyWeisbart3232,Rider University,pending
dolleyWeisbart3232,University of Arkansas,accepted
dolleyWeisbart3232,Gettysburg College,wait-listed
dolleyWeisbart3232,University of California-Davis,denied
ryannJoceline8193,Vassar College,pending
ryannJoceline8193,Reed College,pending
ryannJoceline8193,Centre College,pending
ryannJoceline8193,Gannon University,pending
ryannJoceline8193,Massachusetts Institute of Technology,pending
ryannJoceline8193,University of Utah,pending
ryannJoceline8193,Suffolk University,pending
ryannJoceline8193,St Bonaventure University,pending
ryannJoceline8193,Mercer University,accepted
othilieBoswall4575,Westmont College,accepted
othilieBoswall4575,California State University-Fresno,pending
othilieBoswall4575,Suffolk University,pending
othilieBoswall4575,Hope College,accepted
othilieBoswall4575,Moravian College,accepted
othilieBoswall4575,The College of Saint Scholastica,denied
othilieBoswall4575,Mount Holyoke College,pending
othilieBoswall4575,Rochester Institute of Technology,accepted
othilieBoswall4575,Centre College,pending
othilieBoswall4575,University of California-Davis,denied
othilieBoswall4575,Temple University,pending
othilieBoswall4575,The College of Wooster,denied
othilieBoswall4575,American University,pending
othilieBoswall4575,California State University-East Bay,accepted
othilieBoswall4575,University of Massachusetts-Amherst,accepted
othilieBoswall4575,Merrimack College,accepted
othilieBoswall4575,The University of Alabama,pending
dottyMarylin2547,Hope College,wait-listed
dottyMarylin2547,University of Alabama at Birmingham,accepted
dottyMarylin2547,Mercer University,pending
dottyMarylin2547,Rider University,accepted
dottyMarylin2547,Salve Regina University,accepted
dottyMarylin2547,Eastern Illinois University,pending
dottyMarylin2547,New Jersey Institute of Technology,pending
dottyMarylin2547,University of Central Florida,accepted
dottyMarylin2547,Saint Louis University,pending
dottyMarylin2547,University of California-Santa Barbara,denied
dottyMarylin2547,Providence College,pending
dottyMarylin2547,John Carroll University,pending
devonneLion9988,New York University,denied
devonneLion9988,John Carroll University,pending
devonneLion9988,Hendrix College,accepted
devonneLion9988,Princeton University,denied
devonneLion9988,University of Delaware,denied
devonneLion9988,Stony Brook University,pending
devonneLion9988,Texas Christian University,pending
devonneLion9988,University of Arkansas,pending
devonneLion9988,Temple University,wait-listed
devonneLion9988,Wagner College,accepted
devonneLion9988,The University of Alabama,denied
devonneLion9988,Indiana University-Bloomington,accepted
devonneLion9988,California State University-East Bay,pending
devonneLion9988,Roger Williams University,accepted
taniaPotts8028,DePauw University,accepted
taniaPotts8028,The College of Saint Scholastica,pending
taniaPotts8028,Northwestern University,pending
taniaPotts8028,Colorado College,denied
taniaPotts8028,University of Central Florida,pending
taniaPotts8028,Gordon College,accepted
taniaPotts8028,Centre College,pending
taniaPotts8028,Wagner College,accepted
taniaPotts8028,New Jersey Institute of Technology,accepted
hyacintheKind6724,Fordham University,accepted
hyacintheKind6724,Mount Holyoke College,pending
hyacintheKind6724,North Park University,pending
hyacintheKind6724,Campbell University,accepted
hyacintheKind6724,Gettysburg College,accepted
hyacintheKind6724,Central Connecticut State University,accepted
hyacintheKind6724,Temple University,pending
hyacintheKind6724,California State University-East Bay,pending
koressaDido1018,Kalamazoo College,wait-listed
koressaDido1018,Manhattan College,accepted
koressaDido1018,Drake University,accepted
koressaDido1018,Moravian College,accepted
koressaDido1018,Massachusetts Institute of Technology,pending
koressaDido1018,Central Connecticut State University,pending
koressaDido1018,Texas Tech University,pending
koressaDido1018,Texas Christian University,pending
koressaDido1018,University of California-Davis,wait-listed
koressaDido1018,Carnegie Mellon University,pending
judyCitarella6647,St Bonaventure University,accepted
judyCitarella6647,San Diego State University,accepted
judyCitarella6647,Rochester Institute of Technology,pending
judyCitarella6647,North Park University,pending
judyCitarella6647,New York University,wait-listed
judyCitarella6647,University of Massachusetts-Amherst,pending
judyCitarella6647,Texas Tech University,accepted
judyCitarella6647,Temple University,accepted
judyCitarella6647,Kennesaw State University,accepted
judyCitarella6647,Berry College,accepted
judyCitarella6647,Iona College,wait-listed
judyCitarella6647,Gordon College,pending
judyCitarella6647,Eastern Washington University,accepted
judyCitarella6647,Utah State University,accepted
judyCitarella6647,University of Kentucky,wait-listed
judyCitarella6647,Salve Regina University,pending
judyCitarella6647,Drake University,pending
judyCitarella6647,University of Houston,pending
michaelaKeyes1362,The University of Montana,wait-listed
michaelaKeyes1362,Princeton University,pending
michaelaKeyes1362,Centre College,accepted
michaelaKeyes1362,Utah State University,wait-listed
madlinRichardo7054,Temple University,pending
madlinRichardo7054,University of Kentucky,pending
madlinRichardo7054,University of California-Davis,denied
madlinRichardo7054,Samford University,accepted
madlinRichardo7054,Wagner College,pending
madlinRichardo7054,William Jewell College,accepted
madlinRichardo7054,Roger Williams University,pending
madlinRichardo7054,University of California-Santa Barbara,denied
madlinRichardo7054,California State University-East Bay,accepted
madlinRichardo7054,California State University-Fresno,accepted
mallorieCarpenter3369,Barnard College,pending
mallorieCarpenter3369,University of California-Santa Barbara,pending
mallorieCarpenter3369,Siena College,pending
mallorieCarpenter3369,University of Delaware,wait-listed
mallorieCarpenter3369,Massachusetts Institute of Technology,pending
mallorieCarpenter3369,Williams College,pending
mallorieCarpenter3369,Centre College,accepted
mallorieCarpenter3369,University of Maine,pending
mallorieCarpenter3369,University of Houston,pending
mallorieCarpenter3369,Nova Southeastern University,pending
mallorieCarpenter3369,New Jersey Institute of Technology,wait-listed
mallorieCarpenter3369,Princeton University,pending
mallorieCarpenter3369,Illinois College,accepted
mallorieCarpenter3369,University of Illinois at Chicago,pending
mallorieCarpenter3369,University of Arizona,accepted
mallorieCarpenter3369,University of Nevada-Las Vegas,accepted
mallorieCarpenter3369,The University of Alabama,pending
mallorieCarpenter3369,Roger Williams University,wait-listed
erickaMinna6488,Smith College,pending
erickaMinna6488,SUNY College of Environmental Science and Forestry,wait-listed
erickaMinna6488,Fordham University,wait-listed
erickaMinna6488,University of Arizona,accepted
erickaMinna6488,Hendrix College,accepted
erickaMinna6488,University of California-Santa Cruz,pending
kamilaZanze9641,Idaho State University,pending
kamilaZanze9641,University of Illinois at Chicago,accepted
kamilaZanze9641,University of Nevada-Las Vegas,accepted
kamilaZanze9641,University of Maine,pending
kamilaZanze9641,University of Richmond,wait-listed
kamilaZanze9641,University of California-Santa Cruz,pending
kamilaZanze9641,Eastern Illinois University,pending
kamilaZanze9641,Salve Regina University,accepted
kamilaZanze9641,Massachusetts Institute of Technology,pending
kamilaZanze9641,Manhattan College,pending
kamilaZanze9641,University of Delaware,accepted
kamilaZanze9641,San Diego State University,accepted
kamilaZanze9641,University of Arkansas,pending
kamilaZanze9641,University of Kentucky,accepted
kamilaZanze9641,Temple University,accepted
kamilaZanze9641,Mississippi State University,accepted
kamilaZanze9641,Iona College,pending
kamilaZanze9641,Northwestern University,accepted
beckyBoardman4498,Saint Louis University,wait-listed
beckyBoardman4498,Hendrix College,wait-listed
beckyBoardman4498,The University of Montana,pending
beckyBoardman4498,Utah State University,wait-listed
beckyBoardman4498,California State University-Fresno,accepted
beckyBoardman4498,University of Maine,pending
beckyBoardman4498,University of Arkansas,accepted
beckyBoardman4498,University of Nevada-Las Vegas,accepted
beckyBoardman4498,Eastern Illinois University,accepted
beckyBoardman4498,Colgate University,accepted
beckyBoardman4498,University of Massachusetts-Amherst,accepted
beckyBoardman4498,Indiana University-Bloomington,wait-listed
brooksLucy2603,Rider University,accepted
brooksLucy2603,William Jewell College,pending
brooksLucy2603,University of California-Davis,pending
brooksLucy2603,Clarkson University,denied
brooksLucy2603,Eastern Illinois University,denied
brooksLucy2603,Illinois College,wait-listed
brooksLucy2603,Kennesaw State University,pending
brooksLucy2603,The University of Alabama,accepted
brooksLucy2603,Westmont College,pending
brooksLucy2603,University of Arizona,accepted
brooksLucy2603,Providence College,pending
brooksLucy2603,Eastern Washington University,pending
brooksLucy2603,Hope College,accepted
brooksLucy2603,University of Kentucky,pending
brooksLucy2603,Vassar College,pending
brooksLucy2603,Smith College,denied
brooksLucy2603,St Bonaventure University,denied
brooksLucy2603,San Diego State University,pending
ardineMerle3701,University of Hartford,pending
ardineMerle3701,Williams College,denied
ardineMerle3701,Rice University,denied
ardineMerle3701,Suffolk University,wait-listed
ardineMerle3701,University of California-Davis,denied
ardineMerle3701,Lawrence Technological University,pending
ardineMerle3701,Roger Williams University,pending
ardineMerle3701,Siena College,pending
ardineMerle3701,Mississippi State University,accepted
ardineMerle3701,University of Richmond,pending
ardineMerle3701,University of Delaware,denied
ardineMerle3701,University of Utah,accepted
ardineMerle3701,California State University-Monterey Bay,pending
ardineMerle3701,Franklin and Marshall College,pending
ardineMerle3701,Drake University,accepted
gabrielleDelacourt5181,Transylvania University,accepted
gabrielleDelacourt5181,Merrimack College,accepted
gabrielleDelacourt5181,The College of Wooster,denied
gabrielleDelacourt5181,Campbell University,pending
gabrielleDelacourt5181,University of California-Davis,denied
gabrielleDelacourt5181,Lawrence Technological University,pending
gabrielleDelacourt5181,Colgate University,denied
gabrielleDelacourt5181,Williams College,pending
gabrielleDelacourt5181,Providence College,accepted
gabrielleDelacourt5181,Franklin and Marshall College,pending
gabrielleDelacourt5181,Berry College,wait-listed
gabrielleDelacourt5181,Rider University,pending
gabrielleDelacourt5181,Massachusetts Institute of Technology,denied
gabrielleDelacourt5181,Gannon University,pending
gabrielleDelacourt5181,Reed College,denied
sophiHamforrd8258,Indiana University-Bloomington,accepted
sophiHamforrd8258,DePaul University,accepted
sophiHamforrd8258,New Jersey Institute of Technology,accepted
sophiHamforrd8258,University of Nevada-Reno,accepted
sophiHamforrd8258,School of the Art Institute of Chicago,accepted
sophiHamforrd8258,Smith College,denied
sophiHamforrd8258,Rochester Institute of Technology,accepted
jeaneFreddie1079,University of Hartford,accepted
jeaneFreddie1079,New York University,denied
jeaneFreddie1079,Westmont College,pending
jeaneFreddie1079,DePauw University,pending
jeaneFreddie1079,Reed College,denied
jeaneFreddie1079,Washington & Jefferson College,pending
jeaneFreddie1079,University of Alabama at Birmingham,pending
jeaneFreddie1079,Fordham University,denied
jeaneFreddie1079,Gettysburg College,pending
jeaneFreddie1079,Campbell University,accepted
jeaneFreddie1079,University of San Diego,pending
jeaneFreddie1079,University of California-Santa Cruz,pending
jeaneFreddie1079,American University,pending
